interaction,topology,amplitude,squared_amplitude
AntiPart b_beta_2997(X)  AntiPart A_\tau_16536(X)  to  AntiPart b_alpha_3460(X)^(*)  AntiPart A_\tau_16900(X),"Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell b ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , AntiPart OffShell b ( INDEX_[ID] ) ,","1/9*i*e^2*(p_3_%\tau_16851*gamma_{%\tau_16853,%gam_13803,%del_7410}*A_{j_4135,+%\tau_16851}(p_4)^(*)*A_{l_4133,+%\tau_16853}(p_2)*b_{k_4133,%gam_13803}(p_1)_v^(*)*b_{i_4135,%del_7410}(p_3)_v + 1/2*p_4_%\rho_11058*gamma_{+%\rho_11058,%gam_13829,%gam_13830}*gamma_{%\tau_16851,%gam_13830,%del_7412}*gamma_{%\tau_16853,%gam_13806,%gam_13829}*A_{j_4135,+%\tau_16851}(p_4)^(*)*A_{l_4133,+%\tau_16853}(p_2)*b_{k_4133,%gam_13806}(p_1)_v^(*)*b_{i_4135,%del_7412}(p_3)_v)/(s_12 + 1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_12 + 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_b ^ 2 * ( m_b ^ 2 + - 1 / 2 * s_13 ) / ( s_12 + 1 / 2 * reg_prop ) + - 1 / 2 * i * e ^ 2 * m_b ^ 2 * ( s_14 + ( - 2 ) * s_34 ) / ( s_12 + 1 / 2 * reg_prop ) ) / ( s_12 + 1 / 2 * reg_prop )
s_beta_1554(X)^(*)  AntiPart s_gam_2707(X)  to  AntiPart A_\tau_5865(X)  AntiPart A_\tau_5979(X),"Vertex INDEX_[ID]:AntiPart s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell s ( INDEX_[ID] ) , Vertex INDEX_[ID]:s ( INDEX_[ID] ) , A ( INDEX_[ID] ) , OffShell s ( INDEX_[ID] ) ,","1/9*i*e^2*(p_1_%\rho_7082*gamma_{%\tau_5944,%gam_4014,%beta_2278}*A_{i_2055,+%\tau_5944}(p_3)^(*)*A_{j_2055,+%\rho_7082}(p_4)^(*)*s_{k_2053,%beta_2278}(p_1)_u*s_{l_2053,%gam_4014}(p_2)_v^(*) + -1/2*p_4_%\rho_7084*gamma_{%\rho_7082,%gam_4045,%beta_2280}*gamma_{+%\rho_7084,%gam_4044,%gam_4045}*gamma_{%\tau_5944,%gam_4017,%gam_4044}*A_{i_2055,+%\tau_5944}(p_3)^(*)*A_{j_2055,+%\rho_7082}(p_4)^(*)*s_{k_2053,%beta_2280}(p_1)_u*s_{l_2053,%gam_4017}(p_2)_v^(*))/(s_23 + -1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * s_14 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + 2 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_s ^ 2 * ( m_s ^ 2 + 1 / 2 * s_12 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_s ^ 2 * ( INDEX_[ID] * s_14 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart b_beta_2997(X)  A_\sigma_11000(X)  to  AntiPart b_gam_12034(X)^(*)  AntiPart A_\sigma_11066(X),"Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell b ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell b ( INDEX_[ID] ) ,","-1/9*i*e^2*(p_1_%\tau_16086*gamma_{%\tau_16084,%gam_12588,%gam_12589}*A_{j_4071,+%\tau_16086}(p_4)^(*)*A_{l_4069,+%\tau_16084}(p_2)*b_{i_4071,%gam_12589}(p_3)_v*b_{k_4069,%gam_12588}(p_1)_v^(*) + -1/2*p_4_%\nu_10787*gamma_{+%\nu_10787,%gam_12629,%gam_12630}*gamma_{%\tau_16084,%gam_12630,%gam_12594}*gamma_{%\tau_16086,%gam_12593,%gam_12629}*A_{j_4071,+%\tau_16086}(p_4)^(*)*A_{l_4069,+%\tau_16084}(p_2)*b_{i_4071,%gam_12594}(p_3)_v*b_{k_4069,%gam_12593}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 4 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_b ^ 2 * ( m_b ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_b ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart c_eta_4497(X)  A_\rho_8919(X)  to  AntiPart c_alpha_3312(X)^(*)  AntiPart A_\rho_9027(X),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell c ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart c ( INDEX_[ID] ) , OffShell c ( INDEX_[ID] ) ,","-4/9*i*e^2*(p_1_%\nu_9244*gamma_{%\rho_8962,%eta_4898,%alpha_3566}*A_{l_3249,+%\rho_8962}(p_2)*A_{j_3251,+%\nu_9244}(p_4)^(*)*c_{i_3251,%alpha_3566}(p_3)_v*c_{k_3249,%eta_4898}(p_1)_v^(*) + -1/2*p_4_%\mu_8823*gamma_{+%\mu_8823,%eta_4934,%eta_4935}*gamma_{%\nu_9244,%eta_4901,%eta_4934}*gamma_{%\rho_8962,%eta_4935,%alpha_3568}*A_{l_3249,+%\rho_8962}(p_2)*A_{j_3251,+%\nu_9244}(p_4)^(*)*c_{i_3251,%alpha_3568}(p_3)_v*c_{k_3249,%eta_4901}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_c ^ 2 * ( m_c ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_c ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
b_alpha_1072(X)^(*)  AntiPart b_beta_981(X)  to  s_gam_2152(X)  AntiPart s_del_1465(X)^(*),"Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/18*i*e^2*gamma_{+%\tau_4178,%eta_1275,%eta_1276}*gamma_{%\tau_4178,%gam_2148,%gam_2149}*b_{k_1397,%gam_2149}(p_1)_u*b_{l_1397,%gam_2148}(p_2)_v^(*)*s_{i_1399,%eta_1275}(p_3)_u^(*)*s_{j_1399,%eta_1276}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_s ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_b ^ 2 * s_34 ) * ( m_b ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
u_alpha_117(X)^(*)  AntiPart u_beta_39(X)  to  e_gam_147(X)  AntiPart e_del_137(X)^(*),"Vertex INDEX_[ID]:e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:u ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_178,%eta_126,%gam_143}*gamma_{%\sigma_178,%gam_144,%eta_127}*e_{i_15,%gam_144}(p_3)_u^(*)*e_{j_15,%eta_127}(p_4)_v*u_{k_13,%gam_143}(p_1)_u*u_{l_13,%eta_126}(p_2)_v^(*)/(m_u^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_u ^ 2 + 8 * m_e ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_u ^ 2 * s_34 ) * ( m_u ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart b_beta_699(X)  b_gam_1533(X)^(*)  to  AntiPart u_eta_956(X)^(*)  u_alpha_796(X),"Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\tau_2958,%eta_954,%del_1059}*gamma_{%\tau_2958,%gam_1565,%gam_1566}*b_{k_966,%gam_1565}(p_1)_v^(*)*b_{l_966,%gam_1566}(p_2)_u*u_{i_968,%del_1059}(p_3)_v*u_{j_968,%eta_954}(p_4)_u^(*)/(m_b^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_u ^ 2 + 8 * m_u ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_b ^ 2 * s_34 ) * ( m_b ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart t_eta_6871(X)  A_\tau_26537(X)  to  AntiPart t_alpha_6495(X)^(*)  AntiPart A_\tau_26901(X),"Vertex INDEX_[ID]:AntiPart t ( INDEX_[ID] ) , A ( INDEX_[ID] ) , AntiPart OffShell t ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell t ( INDEX_[ID] ) ,","-i*e^2*(p_1_%\tau_26810*gamma_{%\tau_26812,%gam_9829,%del_8373}*A_{l_9559,+%\tau_26812}(p_2)*A_{j_9561,+%\tau_26810}(p_4)^(*)*t_{i_9561,%del_8373}(p_3)_v*t_{k_9559,%gam_9829}(p_1)_v^(*) + -1/2*p_4_%\rho_24485*gamma_{+%\rho_24485,%gam_9861,%gam_9862}*gamma_{%\tau_26810,%gam_9832,%gam_9861}*gamma_{%\tau_26812,%gam_9862,%del_8375}*A_{l_9559,+%\tau_26812}(p_2)*A_{j_9561,+%\tau_26810}(p_4)^(*)*t_{i_9561,%del_8375}(p_3)_v*t_{k_9559,%gam_9832}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",2 * e ^ 4 * s_14 * s_34 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + ( - 4 ) * i * e ^ 2 * ( i * e ^ 2 * m_t ^ 2 * ( m_t ^ 2 + - 1 / 2 * s_13 ) / ( s_23 + - 1 / 2 * reg_prop ) + - 1 / INDEX_[ID] * i * e ^ 2 * m_t ^ 2 * ( INDEX_[ID] * s_14 + ( - 8 ) * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart A_\sigma_8887(X)  A_\lambda_6924(X)  to  d_gam_13131(X)  AntiPart d_del_7441(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , d ( INDEX_[ID] ) , AntiPart OffShell d ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell d ( INDEX_[ID] ) ,","-1/18*i*e^2*(p_2_%\nu_7456*gamma_{%\nu_7454,%gam_13039,%del_7348}*gamma_{+%\nu_7456,%gam_13038,%gam_13039}*gamma_{%\rho_6595,%gam_13011,%gam_13038}*A_{l_2121,+%\rho_6595}(p_2)*A_{k_2121,+%\nu_7454}(p_1)*d_{i_2123,%gam_13011}(p_3)_u^(*)*d_{j_2123,%del_7348}(p_4)_v + (-2)*p_3_%\rho_6595*gamma_{%\nu_7454,%gam_13017,%del_7351}*A_{l_2121,+%\rho_6595}(p_2)*A_{k_2121,+%\nu_7454}(p_1)*d_{i_2123,%gam_13017}(p_3)_u^(*)*d_{j_2123,%del_7351}(p_4)_v)/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_d ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_d ^ 2 * ( m_d ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
tt_alpha_1220(X)^(*)  AntiPart tt_eta_1529(X)  to  AntiPart tt_eps_1258(X)^(*)  tt_eta_1561(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:tt ( INDEX_[ID] ) , AntiPart tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-2/9*i*e^2*gamma_{+%\sigma_4969,%gam_2888,%del_1971}*gamma_{%\sigma_4969,%gam_2889,%gam_2890}*tt_{k_1599,%del_1971}(p_1)_u*tt_{j_1601,%gam_2889}(p_4)_u^(*)*tt_{l_1599,%gam_2888}(p_2)_v^(*)*tt_{i_1601,%gam_2890}(p_3)_v/(m_tt^2 + s_12 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_tt ^ 4 + 8 * m_tt ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_tt ^ 2 * s_34 ) * ( m_tt ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart u_gam_2588(X)  u_del_1975(X)^(*)  to  AntiPart b_alpha_2295(X)^(*)  b_beta_1404(X),"Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/9*i*e^2*gamma_{+%\tau_5293,%gam_2620,%del_2003}*gamma_{%\tau_5293,%gam_2621,%eps_1469}*b_{j_1908,%gam_2621}(p_4)_u^(*)*b_{i_1908,%eps_1469}(p_3)_v*u_{k_1906,%gam_2620}(p_1)_v^(*)*u_{l_1906,%del_2003}(p_2)_u/(m_u^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_u ^ 2 + 8 * m_b ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_u ^ 2 * s_34 ) * ( m_u ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart e_gam_3477(X)  e_del_2522(X)^(*)  to  AntiPart c_alpha_1524(X)^(*)  c_beta_1257(X),"Vertex INDEX_[ID]:AntiPart c ( INDEX_[ID] ) , c ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","1/3*i*e^2*gamma_{+%\sigma_5887,%eta_2188,%eps_1446}*gamma_{%\sigma_5887,%gam_3505,%del_2536}*c_{i_1802,%eps_1446}(p_3)_v*c_{j_1782,%eta_2188}(p_4)_u^(*)*e_{k_1790,%gam_3505}(p_1)_v^(*)*e_{l_1790,%del_2536}(p_2)_u/(m_e^2 + s_12 + 1/2*reg_prop)",1 / 9 * e ^ 4 * ( INDEX_[ID] * m_c ^ 2 * m_e ^ 2 + 8 * m_c ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_e ^ 2 * s_34 ) * ( m_e ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
mu_beta_5268(X)^(*)  AntiPart d_gam_7358(X)  to  mu_del_5283(X)  AntiPart d_eps_4496(X)^(*),"Vertex INDEX_[ID]:AntiPart d ( INDEX_[ID] ) , AntiPart d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\nu_16429,%eta_9101,%beta_5281}*gamma_{%\nu_16429,%gam_7356,%del_5281}*d_{j_6204,%del_5281}(p_4)_v*d_{l_6202,%gam_7356}(p_2)_v^(*)*mu_{i_6204,%eta_9101}(p_3)_u^(*)*mu_{k_6202,%beta_5281}(p_1)_u/(m_mu^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_d ^ 2 * m_mu ^ 2 + ( - 8 ) * m_d ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_mu ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_mu ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
A_\rho_4453(X)  A_\sigma_7150(X)  to  u_eps_2638(X)  AntiPart u_eta_5786(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart u ( INDEX_[ID] ) , OffShell u ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , u ( INDEX_[ID] ) , AntiPart OffShell u ( INDEX_[ID] ) ,","2/9*i*e^2*(p_2_%\mu_4220*gamma_{%\mu_4218,%eta_5617,%eta_5663}*gamma_{+%\mu_4220,%eta_5663,%eta_5664}*gamma_{%\nu_4504,%eta_5664,%eta_5618}*A_{k_1545,+%\mu_4218}(p_1)*A_{l_1545,+%\nu_4504}(p_2)*u_{j_1547,%eta_5618}(p_4)_v*u_{i_1547,%eta_5617}(p_3)_u^(*) + (-2)*p_4_%\nu_4504*gamma_{%\mu_4218,%eta_5626,%eta_5627}*A_{k_1545,+%\mu_4218}(p_1)*A_{l_1545,+%\nu_4504}(p_2)*u_{j_1547,%eta_5627}(p_4)_v*u_{i_1547,%eta_5626}(p_3)_u^(*))/(s_13 + -1/2*reg_prop)",INDEX_[ID] / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_13 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - INDEX_[ID] / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_u ^ 2 * ( s_23 + 2 * s_24 ) / ( s_13 + - 1 / 2 * reg_prop ) + ( - 2 ) * i * e ^ 2 * m_u ^ 2 * ( m_u ^ 2 + 1 / 2 * s_34 ) / ( s_13 + - 1 / 2 * reg_prop ) ) / ( s_13 + - 1 / 2 * reg_prop )
AntiPart tt_beta_699(X)  tt_gam_1533(X)^(*)  to  AntiPart u_eta_956(X)^(*)  u_alpha_796(X),"Vertex INDEX_[ID]:AntiPart tt ( INDEX_[ID] ) , tt ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart u ( INDEX_[ID] ) , u ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-2/9*i*e^2*gamma_{+%\sigma_2915,%eta_954,%del_1059}*gamma_{%\sigma_2915,%gam_1565,%gam_1566}*u_{j_968,%eta_954}(p_4)_u^(*)*u_{i_968,%del_1059}(p_3)_v*tt_{k_966,%gam_1565}(p_1)_v^(*)*tt_{l_966,%gam_1566}(p_2)_u/(m_tt^2 + s_12 + 1/2*reg_prop)",4 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_u ^ 2 * m_tt ^ 2 + 8 * m_u ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_tt ^ 2 * s_34 ) * ( m_tt ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart e_gam_8785(X)  AntiPart mu_eta_3062(X)  to  AntiPart e_alpha_2263(X)^(*)  AntiPart mu_beta_1905(X)^(*),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , AntiPart mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\sigma_9288,%gam_8822,%eps_1988}*gamma_{%\sigma_9288,%gam_8823,%del_4731}*e_{i_2300,%del_4731}(p_3)_v*e_{k_2288,%gam_8823}(p_1)_v^(*)*mu_{j_2280,%eps_1988}(p_4)_v*mu_{l_2288,%gam_8822}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_mu ^ 2 + ( - 8 ) * m_mu ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart mu_gam_1866(X)  mu_del_1478(X)^(*)  to  s_eps_1162(X)  AntiPart s_eta_2729(X)^(*),"Vertex INDEX_[ID]:AntiPart mu ( INDEX_[ID] ) , mu ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:s ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/6*i*e^2*gamma_{+%\rho_3947,%eta_2724,%eta_2725}*gamma_{%\rho_3947,%eta_2726,%beta_1128}*s_{j_1457,%beta_1128}(p_4)_v*s_{i_1457,%eta_2726}(p_3)_u^(*)*mu_{k_1455,%eta_2724}(p_1)_v^(*)*mu_{l_1455,%eta_2725}(p_2)_u/(m_mu^2 + s_12 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_s ^ 2 * m_mu ^ 2 + 8 * m_s ^ 2 * s_12 + 8 * s_14 * s_23 + 8 * s_13 * s_24 + 8 * m_mu ^ 2 * s_34 ) * ( m_mu ^ 2 + s_12 + 1 / 2 * reg_prop ) ^ ( - 2 )
d_beta_6097(X)^(*)  AntiPart b_gam_13457(X)  to  d_del_9165(X)  AntiPart b_eps_6214(X)^(*),"Vertex INDEX_[ID]:AntiPart b ( INDEX_[ID] ) , AntiPart b ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:d ( INDEX_[ID] ) , d ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/18*i*e^2*gamma_{+%\tau_23329,%gam_13454,%del_9162}*gamma_{%\tau_23329,%gam_13455,%del_9163}*b_{j_8784,%del_9163}(p_4)_v*b_{l_8782,%gam_13455}(p_2)_v^(*)*d_{i_8784,%gam_13454}(p_3)_u^(*)*d_{k_8782,%del_9162}(p_1)_u/(m_d^2 + -s_13 + 1/2*reg_prop)",1 / INDEX_[ID] * e ^ 4 * ( INDEX_[ID] * m_b ^ 2 * m_d ^ 2 + ( - 8 ) * m_b ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_d ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_d ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
AntiPart A_\sigma_10710(X)  AntiPart A_\sigma_11029(X)  to  s_del_9517(X)  AntiPart s_eps_4140(X)^(*),"Vertex INDEX_[ID]:A ( INDEX_[ID] ) , s ( INDEX_[ID] ) , AntiPart OffShell s ( INDEX_[ID] ) , Vertex INDEX_[ID]:A ( INDEX_[ID] ) , AntiPart s ( INDEX_[ID] ) , OffShell s ( INDEX_[ID] ) ,","-1/18*i*e^2*(p_2_%\nu_9204*gamma_{+%\nu_9204,%eta_13312,%eta_13313}*gamma_{%\rho_9326,%eta_13275,%eta_13312}*gamma_{%\sigma_10958,%eta_13313,%eps_4074}*A_{l_2601,+%\rho_9326}(p_2)*A_{k_2601,+%\sigma_10958}(p_1)*s_{i_2603,%eta_13275}(p_3)_u^(*)*s_{j_2603,%eps_4074}(p_4)_v + (-2)*p_3_%\rho_9326*gamma_{%\sigma_10958,%eta_13283,%eps_4077}*A_{l_2601,+%\rho_9326}(p_2)*A_{k_2601,+%\sigma_10958}(p_1)*s_{i_2603,%eta_13283}(p_3)_u^(*)*s_{j_2603,%eps_4077}(p_4)_v)/(s_23 + -1/2*reg_prop)",2 / INDEX_[ID] * e ^ 4 * s_23 * s_24 * ( s_23 + - 1 / 2 * reg_prop ) ^ ( - 2 ) + - 1 / INDEX_[ID] * i * e ^ 2 * ( i * e ^ 2 * m_s ^ 2 * ( INDEX_[ID] * s_23 + 8 * s_24 ) / ( s_23 + - 1 / 2 * reg_prop ) + ( - INDEX_[ID] ) * i * e ^ 2 * m_s ^ 2 * ( m_s ^ 2 + 1 / 2 * s_34 ) / ( s_23 + - 1 / 2 * reg_prop ) ) / ( s_23 + - 1 / 2 * reg_prop )
AntiPart e_eps_3145(X)  AntiPart t_beta_3051(X)  to  AntiPart e_gam_10215(X)^(*)  AntiPart t_del_5991(X)^(*),"Vertex INDEX_[ID]:AntiPart t ( INDEX_[ID] ) , AntiPart t ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) , Vertex INDEX_[ID]:AntiPart e ( INDEX_[ID] ) , AntiPart e ( INDEX_[ID] ) , OffShell A ( INDEX_[ID] ) ,","-1/2*i*e^2*gamma_{+%\tau_11504,%gam_10212,%eta_4252}*gamma_{%\tau_11504,%gam_10213,%del_5989}*e_{i_4112,%eta_4252}(p_3)_v*e_{k_4100,%gam_10212}(p_1)_v^(*)*t_{j_4092,%del_5989}(p_4)_v*t_{l_4100,%gam_10213}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1 / 4 * e ^ 4 * ( INDEX_[ID] * m_e ^ 2 * m_t ^ 2 + ( - 8 ) * m_t ^ 2 * s_13 + 8 * s_14 * s_23 + ( - 8 ) * m_e ^ 2 * s_24 + 8 * s_12 * s_34 ) * ( m_e ^ 2 + - s_13 + 1 / 2 * reg_prop ) ^ ( - 2 )
