interaction,topology,amplitude,squared_amplitude
"AntiPart u_{E_4245,gam_18008}(X)  G_{f_297,\rho_11694}(X)  to  AntiPart u_{F_1872,del_13453}(X)^(*)  AntiPart G_{g_9427,\tau_14138}(X)","Vertex V_1:AntiPart u(X_1), AntiPart u(X_3),  OffShell G(V_1), Vertex V_0:G(X_2), G(X_4),  OffShell G(V_0),","-g*(i*g*p_1_%\sigma_27327*gamma_{%\sigma_27329,%gam_20538,%del_16055}*T_C_10_{%g_9380,%E_4247,%D_20300}*T_C_10_{%g_9381,%D_20300,%F_1874}*G_{i_4162,%g_9380,+%\sigma_27329}(p_2)*G_{k_4166,%g_9381,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20538}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16055}(p_3)_v + -i*g*p_3_%\sigma_27327*gamma_{%\sigma_27329,%gam_20539,%del_16056}*T_C_10_{%g_9382,%E_4247,%D_20301}*T_C_10_{%g_9383,%D_20301,%F_1874}*G_{i_4162,%g_9382,+%\sigma_27329}(p_2)*G_{k_4166,%g_9383,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20539}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16056}(p_3)_v + -i*g*p_1_%\sigma_27327*gamma_{%\sigma_27329,%gam_20542,%del_16059}*T_C_10_{%g_9388,%D_20310,%F_1874}*T_C_10_{%g_9389,%E_4247,%D_20310}*G_{i_4162,%g_9388,+%\sigma_27329}(p_2)*G_{k_4166,%g_9389,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20542}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16059}(p_3)_v + i*g*p_3_%\sigma_27327*gamma_{%\sigma_27329,%gam_20543,%del_16060}*T_C_10_{%g_9390,%D_20311,%F_1874}*T_C_10_{%g_9391,%E_4247,%D_20311}*G_{i_4162,%g_9390,+%\sigma_27329}(p_2)*G_{k_4166,%g_9391,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20543}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16060}(p_3)_v + -1/2*i*g*p_1_%\rho_12043*gamma_{%\sigma_27329,%gam_20546,%del_16063}*T_C_10_{%g_9396,%E_4247,%D_20304}*T_C_10_{%g_9397,%D_20304,%F_1874}*G_{i_4162,%g_9396,+%\rho_12043}(p_2)*G_{k_4166,%g_9397,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20546}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16063}(p_3)_v + 1/2*i*g*p_3_%\rho_12043*gamma_{%\sigma_27329,%gam_20547,%del_16064}*T_C_10_{%g_9398,%E_4247,%D_20305}*T_C_10_{%g_9399,%D_20305,%F_1874}*G_{i_4162,%g_9398,+%\rho_12043}(p_2)*G_{k_4166,%g_9399,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20547}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16064}(p_3)_v + 1/2*i*g*p_1_%\rho_12043*gamma_{%\sigma_27329,%gam_20548,%del_16065}*T_C_10_{%g_9400,%D_20314,%F_1874}*T_C_10_{%g_9401,%E_4247,%D_20314}*G_{i_4162,%g_9400,+%\rho_12043}(p_2)*G_{k_4166,%g_9401,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20548}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16065}(p_3)_v + -1/2*i*g*p_3_%\rho_12043*gamma_{%\sigma_27329,%gam_20549,%del_16066}*T_C_10_{%g_9402,%D_20315,%F_1874}*T_C_10_{%g_9403,%E_4247,%D_20315}*G_{i_4162,%g_9402,+%\rho_12043}(p_2)*G_{k_4166,%g_9403,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20549}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16066}(p_3)_v + i*g*p_4_+%\sigma_27329*gamma_{%\sigma_27329,%gam_20558,%del_16075}*T_C_10_{%g_9404,%E_4247,%D_20306}*T_C_10_{%g_9405,%D_20306,%F_1874}*G_{i_4162,%g_9404,%\sigma_27628}(p_2)*G_{k_4166,%g_9405,+%\sigma_27628}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20558}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16075}(p_3)_v + -i*g*p_4_+%\sigma_27329*gamma_{%\sigma_27329,%gam_20559,%del_16076}*T_C_10_{%g_9406,%D_20316,%F_1874}*T_C_10_{%g_9407,%E_4247,%D_20316}*G_{i_4162,%g_9406,%\sigma_27638}(p_2)*G_{k_4166,%g_9407,+%\sigma_27638}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20559}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16076}(p_3)_v + -1/2*i*g*p_4_%\sigma_27327*gamma_{%\sigma_27329,%gam_20560,%del_16077}*T_C_10_{%g_9408,%E_4247,%D_20307}*T_C_10_{%g_9409,%D_20307,%F_1874}*G_{i_4162,%g_9408,+%\sigma_27329}(p_2)*G_{k_4166,%g_9409,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20560}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16077}(p_3)_v + 1/2*i*g*p_4_%\sigma_27327*gamma_{%\sigma_27329,%gam_20561,%del_16078}*T_C_10_{%g_9410,%D_20317,%F_1874}*T_C_10_{%g_9411,%E_4247,%D_20317}*G_{i_4162,%g_9410,+%\sigma_27329}(p_2)*G_{k_4166,%g_9411,+%\sigma_27327}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20561}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16078}(p_3)_v + -1/2*i*g*p_4_%\rho_12060*gamma_{%\sigma_27329,%gam_20562,%del_16079}*T_C_10_{%g_9412,%E_4247,%D_20308}*T_C_10_{%g_9413,%D_20308,%F_1874}*G_{i_4162,%g_9412,+%\rho_12060}(p_2)*G_{k_4166,%g_9413,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20562}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16079}(p_3)_v + 1/2*i*g*p_4_%\rho_12060*gamma_{%\sigma_27329,%gam_20563,%del_16080}*T_C_10_{%g_9412,%D_20318,%F_1874}*T_C_10_{%g_9413,%E_4247,%D_20318}*G_{i_4162,%g_9412,+%\rho_12060}(p_2)*G_{k_4166,%g_9413,+%\sigma_27329}(p_4)^(*)*u_{l_4144,%E_4247,%gam_20563}(p_1)_v^(*)*u_{j_4150,%F_1874,%del_16080}(p_3)_v)/(m_u^2 + -s_13 + 1/2*reg_prop)",-1/2304*g^4*(s_13*(128*m_u^2 + (-64)*s_13) + (-1024)*m_u^2*(m_u^2 + -1/2*s_13) + (-224)*m_u^2*(s_14 + s_34))*(m_u^2 + -s_13 + 1/2*reg_prop)^(-2) + -1/2304*i*g^2*(i*g^2*(128*m_u^2 + (-64)*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + 1024*i*g^2*(m_u^2 + -1/2*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(128*m_u^2 + (-64)*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + (-1024)*i*g^2*(m_u^2 + -1/2*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + 576*i*g^2*s_14*s_34/(m_u^2 + -s_13 + 1/2*reg_prop))/(m_u^2 + -s_13 + 1/2*reg_prop) + -4/9*i*g^2*(i*g^2*(m_u^2 + -1/2*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/1024*i*g^2*(128*m_u^2 + (-64)*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + 1/2*i*g^2*s_14*s_34/(m_u^2 + -s_13 + 1/2*reg_prop))/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/2304*i*g^2*(i*g^2*((128*m_u^2 + (-64)*s_13)*s_14 + (-1024)*(m_u^2 + -1/2*s_13)*s_34 + 64*s_14*s_34)/(m_u^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(s_13*(128*m_u^2 + (-64)*s_13) + (-1024)*m_u^2*(m_u^2 + -1/2*s_13) + (-224)*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + 2*i*g^2*(m_u^2*(128*m_u^2 + (-64)*s_13) + (-1024)*s_13*(m_u^2 + -1/2*s_13) + (-224)*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop))/(m_u^2 + -s_13 + 1/2*reg_prop) + 7/18*i*g^2*(i*g^2*m_u^2*(m_u^2 + s_13)/(m_u^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_u^2 + -1/2*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_u^2 + (-64)*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + 9/7*i*g^2*s_14*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/112*i*g^2*(m_u^2*(128*m_u^2 + (-64)*s_13) + (-1024)*s_13*(m_u^2 + -1/2*s_13) + 128*s_14*s_34 + (-224)*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + 1/224*i*g^2*(s_13*(128*m_u^2 + (-64)*s_13) + (-1024)*m_u^2*(m_u^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + 8/7*i*g^2*(s_14*s_34 + 7/16*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_u^2*(m_u^2 + s_13) + -1/448*(128*m_u^2 + (-64)*s_13)*s_14 + 16/7*(m_u^2 + -1/2*s_13)*s_34 + -1/7*s_14*s_34 + 1/2*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop))/(m_u^2 + -s_13 + 1/2*reg_prop) + -7/18*i*g^2*(i*g^2*m_u^2*(m_u^2 + s_13)/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/448*i*g^2*(128*m_u^2 + (-64)*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + -16/7*i*g^2*(m_u^2 + -1/2*s_13)*s_14/(m_u^2 + -s_13 + 1/2*reg_prop) + 1/448*i*g^2*(128*m_u^2 + (-64)*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + 16/7*i*g^2*(m_u^2 + -1/2*s_13)*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + -17/7*i*g^2*s_14*s_34/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/224*i*g^2*(s_13*(128*m_u^2 + (-64)*s_13) + (-1024)*m_u^2*(m_u^2 + -1/2*s_13) + (-1024)*s_14*s_34 + (-224)*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + -i*g^2*(m_u^2*(m_u^2 + s_13) + 1/2*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop) + -1/7*i*g^2*(s_14*s_34 + -7/2*m_u^2*(s_14 + s_34))/(m_u^2 + -s_13 + 1/2*reg_prop))/(m_u^2 + -s_13 + 1/2*reg_prop)
AntiPart e_eps_5125(X)  AntiPart tt_eps_5131(X)  to  AntiPart e_eta_5290(X)^(*)  AntiPart tt_alpha_5043(X)^(*),"Vertex V_1:AntiPart tt(X_2), AntiPart tt(X_4),  OffShell A(V_1), Vertex V_0:AntiPart e(X_1), AntiPart e(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{+%\sigma_20181,%gam_6948,%gam_6949}*gamma_{%\sigma_20181,%gam_6950,%del_6014}*e_{k_7522,%gam_6948}(p_1)_v^(*)*e_{i_7524,%gam_6949}(p_3)_v*tt_{j_7524,%del_6014}(p_4)_v*tt_{l_7522,%gam_6950}(p_2)_v^(*)/(m_e^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_e^2*m_tt^2 + (-8)*m_tt^2*s_13 + 8*s_14*s_23 + (-8)*m_e^2*s_24 + 8*s_12*s_34)*(m_e^2 + -s_13 + 1/2*reg_prop)^(-2)
e_eps_60(X)^(*)  AntiPart e_eta_138(X)  to  mu_alpha_141(X)  AntiPart mu_beta_63(X)^(*),"Vertex V_1:mu(X_3), AntiPart mu(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), AntiPart e(X_2),  OffShell A(V_0),","-1/2*i*e^2*gamma_{+%\sigma_249,%gam_165,%del_165}*gamma_{%\sigma_249,%gam_166,%del_166}*e_{k_43,%del_166}(p_1)_u*e_{l_43,%gam_166}(p_2)_v^(*)*mu_{i_45,%gam_165}(p_3)_u^(*)*mu_{j_45,%del_165}(p_4)_v/(m_e^2 + s_12 + 1/2*reg_prop)",1/4*e^4*(16*m_e^2*m_mu^2 + 8*m_mu^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_e^2*s_34)*(m_e^2 + s_12 + 1/2*reg_prop)^(-2)
"G_{d_262,\sigma_5046}(X)  AntiPart G_{e_102,\lambda_1761}(X)  to  t_{C_290,gam_8615}(X)  AntiPart t_{D_9658,del_8435}(X)^(*)","Vertex V_0:G(X_2), AntiPart t(X_4),  OffShell t(V_0), Vertex V_1:G(X_1), t(X_3), AntiPart  OffShell t(V_1),","1/2*i*g^2*(p_2_%\mu_3327*gamma_{%\mu_3325,%gam_8575,%gam_8612}*gamma_{+%\mu_3327,%gam_8612,%gam_8613}*gamma_{%\nu_2491,%gam_8613,%del_8409}*T_C_10_{%d_199,%D_12011,%C_249}*T_C_10_{%d_200,%B_2469,%D_12011}*G_{i_457,%d_199,+%\nu_2491}(p_2)*G_{l_451,%d_200,+%\mu_3325}(p_1)*t_{j_445,%B_2469,%gam_8575}(p_3)_u^(*)*t_{k_449,%C_249,%del_8409}(p_4)_v + (-2)*p_4_%\nu_2491*gamma_{%\mu_3325,%gam_8581,%del_8412}*T_C_10_{%d_201,%D_12012,%C_250}*T_C_10_{%d_202,%B_2470,%D_12012}*G_{i_457,%d_201,+%\nu_2491}(p_2)*G_{l_451,%d_202,+%\mu_3325}(p_1)*t_{j_445,%B_2470,%gam_8581}(p_3)_u^(*)*t_{k_449,%C_250,%del_8412}(p_4)_v)/(s_13 + -1/2*reg_prop)",1/6*g^4*s_23*s_24*(s_13 + -1/2*reg_prop)^(-2) + -1/6*i*g^2*(i*g^2*m_t^2*(s_23 + 2*s_24)/(s_13 + -1/2*reg_prop) + (-2)*i*g^2*m_t^2*(m_t^2 + 1/2*s_34)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
"AntiPart t_{C_11186,eps_12550}(X)  AntiPart G_{a_409,\rho_10053}(X)  to  AntiPart t_{D_19925,eta_22352}(X)^(*)  AntiPart G_{b_409,\sigma_12465}(X)","Vertex V_0:AntiPart t(X_1), G(X_4), AntiPart  OffShell t(V_0), Vertex V_1:G(X_2), AntiPart t(X_3),  OffShell t(V_1),","-i*g^2*(p_1_%\mu_17919*gamma_{%\tau_9633,%eta_22224,%alpha_3068}*T_C_10_{%g_12115,%D_22253,%C_16020}*T_C_10_{%h_3046,%C_16021,%D_22253}*G_{i_2698,%g_12115,+%\tau_9633}(p_2)*G_{k_2702,%h_3046,+%\mu_17919}(p_4)^(*)*t_{j_2682,%C_16020,%alpha_3068}(p_3)_v*t_{l_2676,%C_16021,%eta_22224}(p_1)_v^(*) + -1/2*p_4_%\mu_17921*gamma_{%\mu_17919,%eta_22227,%eta_22262}*gamma_{+%\mu_17921,%eta_22262,%eta_22263}*gamma_{%\tau_9633,%eta_22263,%alpha_3070}*T_C_10_{%g_12116,%D_22254,%C_16022}*T_C_10_{%h_3047,%C_16023,%D_22254}*G_{i_2698,%g_12116,+%\tau_9633}(p_2)*G_{k_2702,%h_3047,+%\mu_17919}(p_4)^(*)*t_{j_2682,%C_16022,%alpha_3070}(p_3)_v*t_{l_2676,%C_16023,%eta_22227}(p_1)_v^(*))/(s_23 + -1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_23 + -1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_t^2*(m_t^2 + -1/2*s_13)/(s_23 + -1/2*reg_prop) + -1/16*i*g^2*m_t^2*(16*s_14 + (-8)*s_34)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
AntiPart b_eta_1580(X)  AntiPart A_\sigma_5377(X)  to  AntiPart b_eps_1482(X)^(*)  AntiPart A_\lambda_5327(X),"Vertex V_1:AntiPart b(X_3), A(X_4),  OffShell b(V_1), Vertex V_0:A(X_2), AntiPart b(X_1), AntiPart  OffShell b(V_0),","1/9*i*e^2*(p_3_%\tau_7225*gamma_{%\tau_7223,%gam_4549,%eta_1765}*A_{l_1921,+%\tau_7223}(p_2)*A_{j_1923,+%\tau_7225}(p_4)^(*)*b_{i_1923,%eta_1765}(p_3)_v*b_{k_1921,%gam_4549}(p_1)_v^(*) + 1/2*p_4_%\nu_5176*gamma_{+%\nu_5176,%gam_4575,%gam_4576}*gamma_{%\tau_7223,%gam_4552,%gam_4575}*gamma_{%\tau_7225,%gam_4576,%eta_1767}*A_{l_1921,+%\tau_7223}(p_2)*A_{j_1923,+%\tau_7225}(p_4)^(*)*b_{i_1923,%eta_1767}(p_3)_v*b_{k_1921,%gam_4552}(p_1)_v^(*))/(s_12 + 1/2*reg_prop)",2/81*e^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -4/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
"AntiPart t_{E_569,gam_1333}(X)  c_{F_487,del_1153}(X)^(*)  to  AntiPart t_{G_452,eps_3500}(X)^(*)  c_{H_449,eta_4233}(X)","Vertex V_0:c(X_2), c(X_4),  OffShell G(V_0), Vertex V_1:AntiPart t(X_1), AntiPart t(X_3),  OffShell G(V_1),","1/12*i*g^2*gamma_{+%\nu_3998,%eta_4212,%alpha_904}*gamma_{%\nu_3998,%gam_1322,%eta_4213}*(c_{k_796,%F_488,%gam_1322}(p_4)_u^(*)*c_{i_792,%F_488,%eta_4213}(p_2)_u*t_{j_796,%B_504,%alpha_904}(p_3)_v*t_{l_790,%B_504,%eta_4212}(p_1)_v^(*) + (-3)*c_{k_796,%C_3284,%gam_1322}(p_4)_u^(*)*c_{i_792,%B_505,%eta_4213}(p_2)_u*t_{j_796,%C_3284,%alpha_904}(p_3)_v*t_{l_790,%B_505,%eta_4212}(p_1)_v^(*))/(m_t^2 + -s_13 + 1/2*reg_prop)",-1/16*g^4*((-16)*m_c^2*m_t^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_t^2*s_24 + (-8)*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2) + 1/144*i*g^2*(i*g^2*((-16)*m_c^2*m_t^2 + 8*m_c^2*s_13 + (-8)*s_14*s_23 + 8*m_t^2*s_24 + (-8)*s_12*s_34)/(m_t^2 + -s_13 + 1/2*reg_prop) + 32*i*g^2*(m_c^2*m_t^2 + -1/2*m_c^2*s_13 + 1/2*s_14*s_23 + -1/2*m_t^2*s_24 + 1/2*s_12*s_34)/(m_t^2 + -s_13 + 1/2*reg_prop))/(m_t^2 + -s_13 + 1/2*reg_prop)
s_alpha_175(X)^(*)  AntiPart s_beta_85(X)  to  mu_gam_230(X)  AntiPart mu_del_187(X)^(*),"Vertex V_0:mu(X_3), AntiPart mu(X_4),  OffShell A(V_0), Vertex V_1:s(X_1), AntiPart s(X_2),  OffShell A(V_1),","-1/6*i*e^2*gamma_{+%\rho_285,%eta_230,%eta_231}*gamma_{%\rho_285,%eta_232,%gam_227}*s_{l_82,%eta_232}(p_2)_v^(*)*s_{k_82,%gam_227}(p_1)_u*mu_{j_84,%eta_231}(p_4)_v*mu_{i_84,%eta_230}(p_3)_u^(*)/(m_s^2 + s_12 + 1/2*reg_prop)",1/36*e^4*(16*m_s^2*m_mu^2 + 8*m_mu^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_s^2*s_34)*(m_s^2 + s_12 + 1/2*reg_prop)^(-2)
"AntiPart s_{A_1346,gam_23077}(X)  AntiPart G_{e_445,\tau_26843}(X)  to  AntiPart s_{B_1376,del_10087}(X)^(*)  AntiPart G_{f_685,\mu_9475}(X)","Vertex V_1:AntiPart s(X_3), G(X_4),  OffShell s(V_1), Vertex V_0:G(X_2), AntiPart s(X_1), AntiPart  OffShell s(V_0),","i*g^2*(p_3_%\tau_26773*gamma_{%\tau_26771,%gam_28634,%eps_5848}*T_C_10_{%c_1615,%G_13317,%D_18334}*T_C_10_{%d_499,%D_18334,%H_18886}*G_{i_3256,%c_1615,+%\tau_26771}(p_2)*G_{k_3260,%d_499,+%\tau_26773}(p_4)^(*)*s_{j_3240,%H_18886,%eps_5848}(p_3)_v*s_{l_3234,%G_13317,%gam_28634}(p_1)_v^(*) + 1/2*p_4_%\rho_10792*gamma_{+%\rho_10792,%gam_28668,%gam_28669}*gamma_{%\tau_26771,%gam_28637,%gam_28668}*gamma_{%\tau_26773,%gam_28669,%eps_5850}*T_C_10_{%c_1616,%G_13318,%D_18335}*T_C_10_{%d_500,%D_18335,%H_18887}*G_{i_3256,%c_1616,+%\tau_26771}(p_2)*G_{k_3260,%d_500,+%\tau_26773}(p_4)^(*)*s_{j_3240,%H_18887,%eps_5850}(p_3)_v*s_{l_3234,%G_13318,%gam_28637}(p_1)_v^(*))/(s_12 + 1/2*reg_prop)",4/9*g^4*s_14*s_34*(s_12 + 1/2*reg_prop)^(-2) + -8/9*i*g^2*(i*g^2*m_s^2*(m_s^2 + -1/2*s_13)/(s_12 + 1/2*reg_prop) + -1/2*i*g^2*m_s^2*(s_14 + (-2)*s_34)/(s_12 + 1/2*reg_prop))/(s_12 + 1/2*reg_prop)
e_alpha_3209(X)^(*)  d_beta_3129(X)^(*)  to  e_gam_4521(X)  d_del_3832(X),"Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:e(X_1), e(X_3),  OffShell A(V_0),","-1/6*i*e^2*gamma_{%\sigma_12654,%gam_4516,%gam_4517}*gamma_{+%\sigma_12654,%gam_4518,%del_3829}*d_{j_4665,%gam_4518}(p_4)_u^(*)*d_{l_4663,%del_3829}(p_2)_u*e_{i_4665,%gam_4516}(p_3)_u^(*)*e_{k_4663,%gam_4517}(p_1)_u/(m_e^2 + -s_13 + 1/2*reg_prop)",1/36*e^4*(16*m_d^2*m_e^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_e^2*s_24 + 8*s_12*s_34)*(m_e^2 + -s_13 + 1/2*reg_prop)^(-2)
"G_{d_392,\tau_5562}(X)  AntiPart G_{e_392,\mu_5866}(X)  to  b_{C_2185,alpha_981}(X)  AntiPart b_{D_14522,beta_776}(X)^(*)","Vertex V_1:G(X_2), AntiPart b(X_4),  OffShell b(V_1), Vertex V_0:G(X_1), b(X_3), AntiPart  OffShell b(V_0),","1/2*i*g^2*(p_2_%\sigma_8366*gamma_{%\rho_5820,%eta_958,%eta_991}*gamma_{%\sigma_8364,%eta_992,%beta_711}*gamma_{+%\sigma_8366,%eta_991,%eta_992}*T_C_10_{%f_238,%H_2687,%D_16850}*T_C_10_{%f_239,%D_16850,%B_5083}*G_{i_717,%f_239,+%\sigma_8364}(p_2)*G_{l_711,%f_238,+%\rho_5820}(p_1)*b_{k_701,%B_5083,%beta_711}(p_4)_v*b_{j_697,%H_2687,%eta_958}(p_3)_u^(*) + (-2)*p_4_%\sigma_8364*gamma_{%\rho_5820,%eta_964,%beta_714}*T_C_10_{%f_240,%H_2688,%D_16851}*T_C_10_{%f_241,%D_16851,%B_5084}*G_{i_717,%f_241,+%\sigma_8364}(p_2)*G_{l_711,%f_240,+%\rho_5820}(p_1)*b_{k_701,%B_5084,%beta_714}(p_4)_v*b_{j_697,%H_2688,%eta_964}(p_3)_u^(*))/(s_13 + -1/2*reg_prop)",1/6*g^4*s_23*s_24*(s_13 + -1/2*reg_prop)^(-2) + -1/6*i*g^2*(i*g^2*m_b^2*(s_23 + 2*s_24)/(s_13 + -1/2*reg_prop) + (-2)*i*g^2*m_b^2*(m_b^2 + 1/2*s_34)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
AntiPart t_gam_1655(X)  u_del_1107(X)^(*)  to  AntiPart t_eps_1001(X)^(*)  u_eta_1007(X),"Vertex V_1:u(X_2), u(X_4),  OffShell A(V_1), Vertex V_0:AntiPart t(X_1), AntiPart t(X_3),  OffShell A(V_0),","1/3*i*e^2*gamma_{+%\tau_3119,%eta_1003,%eta_1004}*gamma_{%\tau_3119,%gam_1653,%del_1105}*t_{i_973,%del_1105}(p_3)_v*t_{k_971,%gam_1653}(p_1)_v^(*)*u_{l_971,%eta_1004}(p_2)_u*u_{j_973,%eta_1003}(p_4)_u^(*)/(m_t^2 + -s_13 + 1/2*reg_prop)",1/9*e^4*(16*m_t^2*m_u^2 + (-8)*m_u^2*s_13 + 8*s_14*s_23 + (-8)*m_t^2*s_24 + 8*s_12*s_34)*(m_t^2 + -s_13 + 1/2*reg_prop)^(-2)
mu_eps_6297(X)^(*)  AntiPart b_gam_6757(X)  to  mu_del_6391(X)  AntiPart b_eps_6310(X)^(*),"Vertex V_1:AntiPart b(X_2), AntiPart b(X_4),  OffShell A(V_1), Vertex V_0:mu(X_1), mu(X_3),  OffShell A(V_0),","-1/6*i*e^2*gamma_{+%\tau_23681,%eta_7527,%eps_6307}*gamma_{%\tau_23681,%gam_6755,%del_6389}*b_{l_9198,%gam_6755}(p_2)_v^(*)*b_{j_9200,%del_6389}(p_4)_v*mu_{k_9198,%eps_6307}(p_1)_u*mu_{i_9200,%eta_7527}(p_3)_u^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop)",1/36*e^4*(16*m_b^2*m_mu^2 + (-8)*m_b^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
d_eps_34(X)^(*)  AntiPart d_eta_111(X)  to  e_alpha_105(X)  AntiPart e_beta_33(X)^(*),"Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:d(X_1), AntiPart d(X_2),  OffShell A(V_1),","-1/6*i*e^2*gamma_{+%\sigma_155,%gam_147,%gam_148}*gamma_{%\sigma_155,%gam_149,%eta_108}*d_{i_3,%gam_148}(p_1)_u*d_{k_3,%gam_147}(p_2)_v^(*)*e_{l_3,%gam_149}(p_3)_u^(*)*e_{j_5,%eta_108}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop)",1/36*e^4*(16*m_d^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
